,Unnamed: 0.1,Unnamed: 0,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,location,style,house_age
14107,14107,14107,2473002060,20140519T000000,442500.0,3,1.75,1800.0,10200,,0,0,3,8,1800,0.0,1967.0,0,98058,47.4496,-122.146,2140,10128,Suburban,Colonial,55
14108,14108,14108,4059400515,20140909T000000,229950.0,2,1.0,920.0,7716,,0,0,3,6,920,0.0,1944.0,0,98178,47.5028,-122.243,1410,7128,Rural,Cape Cod,78
14109,14109,14109,2916610150,20150120T000000,274950.0,3,2.0,1410.0,7265,1.0,0,0,4,7,1410,0.0,,0,98042,47.3654,-122.076,1390,8060,Urban,Ranch,39
14110,14110,14110,8887001215,20141107T000000,407185.0,3,1.75,1860.0,48076,1.5,0,0,4,8,1860,0.0,1929.0,0,98070,47.5051,-122.461,1410,23066,Rural,Cape Cod,93
14111,14111,14111,3876313040,20140709T000000,468000.0,4,2.5,2100.0,8400,1.0,0,0,4,7,1240,860.0,,0,98072,47.735,-122.17,1980,8610,Suburban,Colonial,46
14112,14112,14112,6021501320,20140930T000000,450000.0,2,1.0,1030.0,4365,1.0,0,0,3,7,1030,0.0,1942.0,0,98117,47.6875,-122.387,1420,4268,Suburban,Contemporary,80
14113,14113,14113,2372800145,20141023T000000,219950.0,2,1.0,940.0,8997,1.0,0,0,5,7,940,0.0,1955.0,0,98022,47.2005,-121.999,1110,9126,Suburban,Cape Cod,67
14114,14114,14114,7120000210,20150122T000000,275000.0,2,2.5,1340.0,5995,2.0,0,0,3,7,1340,0.0,1989.0,0,98028,47.7366,-122.233,1540,6616,Suburban,Victorian,33
14115,14115,14115,1180003175,20150410T000000,229950.0,2,1.0,850.0,6000,1.0,0,0,3,6,850,0.0,1924.0,0,98178,47.4972,-122.224,1100,6000,Urban,Colonial,98
14116,14116,14116,2902200915,20141125T000000,675000.0,3,1.75,2130.0,4400,1.0,0,0,3,7,1430,700.0,1922.0,0,98102,47.6417,-122.325,1710,3300,Suburban,Ranch,100
14117,14117,14117,2473530150,20150323T000000,412950.0,4,2.5,2430.0,6796,2.0,0,0,3,8,2430,0.0,1993.0,0,98058,47.4499,-122.127,2450,8400,Rural,Cape Cod,29
14118,14118,14118,2366400150,20150429T000000,670000.0,5,2.25,2290.0,39000,,0,0,3,8,2290,0.0,1979.0,0,98052,47.7012,-122.12,2750,39900,Rural,Colonial,43
14119,14119,14119,4040800360,20140923T000000,420000.0,3,1.75,1230.0,10005,1.0,0,0,4,7,1230,0.0,1963.0,0,98008,47.621,-122.114,1530,8560,Rural,Contemporary,59
14120,14120,14120,1269200150,20150113T000000,358000.0,3,1.5,1150.0,27319,1.0,0,0,4,6,1150,0.0,1976.0,0,98070,47.3933,-122.454,1700,30691,Rural,Ranch,46
14121,14121,14121,9510970530,20150424T000000,680000.0,3,2.5,2120.0,3600,2.0,0,0,3,9,2120,0.0,2005.0,0,98052,47.6649,-122.082,2540,4592,Suburban,Colonial,17
14122,14122,14122,3856904825,20141104T000000,380000.0,2,1.0,,3400,1.0,0,0,3,7,980,0.0,1923.0,0,98105,47.6688,-122.323,1200,3420,Suburban,Colonial,99
14123,14123,14123,326069101,20141205T000000,515000.0,3,2.5,2130.0,219978,2.0,0,0,3,8,2130,0.0,1986.0,0,98077,47.7754,-122.032,3340,217800,Suburban,Contemporary,36
14124,14124,14124,254000175,20140819T000000,325000.0,2,1.0,1050.0,4800,1.0,0,0,4,7,1050,0.0,1969.0,0,98146,47.5128,-122.388,1230,4800,Rural,Ranch,53
14125,14125,14125,8086000201,20141204T000000,875000.0,3,2.5,1820.0,6848,1.0,0,0,4,7,1820,0.0,1953.0,0,98004,47.6287,-122.207,2080,11700,Urban,Victorian,69
14126,14126,14126,9284800085,20150420T000000,426000.0,3,2.5,2210.0,5750,2.0,0,0,3,7,1710,500.0,1914.0,2000,98106,47.5525,-122.366,1350,5750,Urban,Contemporary,108
14127,14127,14127,2287000330,20140915T000000,868500.0,5,2.5,2490.0,9639,1.0,0,0,4,8,1610,880.0,1959.0,0,98040,47.551,-122.22,2290,9958,Suburban,Ranch,63
14128,14128,14128,2025760210,20140611T000000,657500.0,4,2.75,4140.0,24190,2.0,0,0,3,11,4140,0.0,2002.0,0,98092,47.3062,-122.15,3950,24190,Suburban,Colonial,20
14129,14129,14129,3330500085,20140918T000000,366000.0,2,1.0,,3090,,0,0,3,6,860,350.0,,0,98118,47.5532,-122.277,1210,3348,Urban,Ranch,96
14130,14130,14130,1231001225,20140916T000000,385000.0,2,1.0,1010.0,4000,1.0,0,0,3,6,1010,0.0,1911.0,0,98118,47.5536,-122.267,1040,4000,Suburban,Colonial,111
14131,14131,14131,984000650,20140908T000000,300000.0,4,2.0,2050.0,8750,1.0,0,0,3,7,1300,750.0,1967.0,0,98058,47.4324,-122.171,2050,8750,Urban,Victorian,55
14132,14132,14132,1962200145,20150320T000000,810000.0,3,1.75,2060.0,3300,2.0,0,0,4,9,1500,560.0,1918.0,0,98102,47.6498,-122.32,1830,3712,Suburban,Colonial,104
14133,14133,14133,4074300150,20150417T000000,460000.0,4,1.75,1560.0,7200,1.0,0,0,3,6,860,700.0,1943.0,0,98115,47.7001,-122.279,1420,7200,Suburban,Victorian,79
14134,14134,14134,8665050220,20141021T000000,459000.0,3,2.5,1780.0,4000,2.0,0,0,4,8,1780,0.0,1995.0,0,98029,47.5677,-122.003,1730,4000,Urban,Cape Cod,27
14135,14135,14135,2212700180,20150319T000000,260000.0,3,1.75,1460.0,10000,1.0,0,0,4,8,1460,0.0,1967.0,0,98092,47.342,-122.195,1930,14175,Urban,Contemporary,55
14136,14136,14136,8077200360,20141112T000000,557865.0,4,2.5,,6813,2.0,0,0,3,9,3030,0.0,1987.0,0,98074,47.6296,-122.029,2310,8682,Suburban,Cape Cod,35
14137,14137,14137,8850000180,20150420T000000,295000.0,4,1.0,,3000,1.5,0,0,4,7,980,0.0,1914.0,0,98144,47.5892,-122.312,1525,3000,Suburban,Cape Cod,108
14138,14138,14138,1643500072,20140905T000000,375000.0,4,2.25,1450.0,7245,1.0,0,0,5,7,1450,0.0,1950.0,1983,98133,47.7643,-122.343,1660,7800,Urban,Contemporary,72
14139,14139,14139,6065300330,20140620T000000,2110000.0,3,2.25,3230.0,17833,2.0,0,0,4,9,3230,0.0,1973.0,0,98006,47.5683,-122.188,3690,17162,Urban,Ranch,49
14140,14140,14140,6149700191,20140819T000000,307300.0,2,2.0,1520.0,1020,,0,0,3,7,1520,0.0,1999.0,0,98133,47.7292,-122.343,1500,1245,Urban,Cape Cod,23
14141,14141,14141,1555200180,20140827T000000,225000.0,4,1.0,1410.0,7000,,0,0,3,7,1410,0.0,1963.0,0,98032,47.3767,-122.287,1540,7000,Suburban,Contemporary,59
14142,14142,14142,9407100720,20141107T000000,290000.0,3,1.75,1390.0,13200,2.0,0,0,3,7,1390,0.0,1979.0,0,98045,47.4429,-121.771,1430,10725,Suburban,Victorian,43
14143,14143,14143,5700000515,20141120T000000,690000.0,4,2.0,2230.0,5000,1.5,0,0,4,7,1510,720.0,1922.0,0,98144,47.5772,-122.292,2140,5000,Urban,Cape Cod,100
14144,14144,14144,5451200530,20140705T000000,825000.0,4,2.25,2110.0,12653,2.0,0,0,4,8,2110,0.0,1972.0,0,98040,47.536,-122.225,2350,10980,Suburban,Ranch,50
14145,14145,14145,868000530,20140702T000000,645000.0,3,1.75,2270.0,11472,1.0,0,0,4,7,1370,900.0,1956.0,0,98177,47.7057,-122.374,2270,8340,Urban,Ranch,66
14146,14146,14146,1777600210,20150217T000000,590000.0,4,2.25,2530.0,10611,1.0,0,0,5,8,1320,1210.0,1977.0,0,98006,47.5698,-122.132,2530,10125,Urban,Contemporary,45
14147,14147,14147,7174800760,20140725T000000,667000.0,5,2.0,1900.0,5470,1.0,0,0,3,7,1180,720.0,1930.0,1965,98105,47.6666,-122.303,1300,3250,Urban,Ranch,92
14148,14148,14148,8635750330,20140925T000000,664000.0,4,2.5,2390.0,8432,2.0,0,0,3,9,2390,0.0,1998.0,0,98074,47.6027,-122.024,2710,7417,Suburban,Victorian,24
14149,14149,14149,4058800925,20150428T000000,452100.0,4,2.5,,6540,,0,3,3,8,1580,1580.0,1959.0,0,98178,47.5037,-122.24,1990,7090,Urban,Cape Cod,63
14150,14150,14150,272000620,20141202T000000,290000.0,2,1.0,900.0,2728,,0,0,3,7,900,0.0,1998.0,0,98144,47.5877,-122.298,900,2728,Urban,Cape Cod,24
14151,14151,14151,7779200355,20150422T000000,950000.0,3,3.0,3610.0,17483,2.0,0,2,4,8,3610,0.0,1954.0,0,98146,47.4852,-122.357,2230,12600,Rural,Cape Cod,68
14152,14152,14152,510000641,20150130T000000,662500.0,3,2.0,2070.0,4200,1.5,0,0,4,7,1670,400.0,,0,98103,47.6624,-122.333,1490,4560,Urban,Cape Cod,116
14153,14153,14153,8835200230,20140702T000000,475000.0,4,2.5,1850.0,5444,2.0,0,0,5,7,1850,0.0,1981.0,0,98034,47.7227,-122.16,1540,5000,Urban,Contemporary,41
14154,14154,14154,8718500555,20140915T000000,450000.0,3,1.5,1440.0,9711,1.0,0,0,3,7,1140,300.0,1956.0,0,98028,47.7394,-122.252,1590,9711,Suburban,Victorian,66
14155,14155,14155,1722049154,20140707T000000,538250.0,3,2.25,2590.0,15229,2.0,0,3,3,8,2590,0.0,1984.0,0,98198,47.3948,-122.325,2590,15229,Suburban,Ranch,38
14156,14156,14156,6450304130,20140505T000000,329950.0,2,1.0,1140.0,5250,1.5,0,0,4,6,1140,0.0,1949.0,0,98133,47.731,-122.341,1450,5250,Urban,Cape Cod,73
14157,14157,14157,6908200155,20150122T000000,1100000.0,4,3.5,2760.0,5040,2.0,0,2,3,9,2760,0.0,1955.0,2005,98117,47.6756,-122.401,2370,5760,Rural,Cape Cod,67
14158,14158,14158,1773101020,20141020T000000,307000.0,5,1.5,,4800,1.5,0,0,3,6,1110,200.0,1929.0,0,98106,47.5545,-122.365,960,4800,Rural,Contemporary,93
14159,14159,14159,1105000571,20140610T000000,433000.0,3,1.75,1870.0,7189,1.0,0,0,3,7,1270,600.0,1959.0,0,98118,47.5412,-122.27,1780,6200,Suburban,Colonial,63
14160,14160,14160,5153200666,20150114T000000,212000.0,3,2.25,1900.0,18000,1.0,0,0,4,7,1280,620.0,,0,98023,47.3251,-122.354,1920,15000,Urban,Victorian,54
14161,14161,14161,7660100085,20140908T000000,750000.0,5,2.75,2860.0,6000,2.5,0,0,4,8,2380,480.0,1902.0,0,98144,47.5906,-122.316,2240,6000,Urban,Ranch,120
14162,14162,14162,1843130530,20141125T000000,279000.0,3,2.0,1640.0,5650,,0,0,3,7,1640,0.0,,0,98042,47.3736,-122.13,2250,5488,Urban,Cape Cod,19
14163,14163,14163,7010700905,20140611T000000,476000.0,3,1.0,1140.0,5500,1.5,0,0,4,6,1140,0.0,1908.0,0,98199,47.6606,-122.395,1690,4400,Suburban,Victorian,114
14164,14164,14164,6790600790,20150326T000000,368000.0,5,1.75,2590.0,9394,1.0,0,0,4,7,1390,1200.0,1963.0,0,98198,47.3941,-122.307,2580,9049,Suburban,Cape Cod,59
14165,14165,14165,8651442520,20141015T000000,228950.0,4,3.0,,5200,1.0,0,0,3,7,1320,840.0,1978.0,0,98042,47.3627,-122.091,1460,5144,Urban,Ranch,44
14166,14166,14166,2722059010,20140618T000000,568450.0,5,3.5,3260.0,58806,,0,0,4,8,3260,0.0,1969.0,0,98042,47.3703,-122.159,1810,17927,Urban,Colonial,53
14167,14167,14167,6884800210,20140605T000000,619000.0,4,1.75,1660.0,3800,1.5,0,0,3,7,1660,0.0,,0,98115,47.6883,-122.314,1660,3767,Urban,Contemporary,96
14168,14168,14168,7349600230,20140729T000000,275000.0,3,2.25,1640.0,6044,2.0,0,0,3,7,1640,0.0,1996.0,0,98002,47.2844,-122.205,1600,7418,Rural,Contemporary,26
14169,14169,14169,6699300210,20141027T000000,321500.0,4,2.5,2620.0,5457,2.0,0,0,3,8,2620,0.0,2003.0,0,98001,47.3148,-122.27,2740,5816,Urban,Contemporary,19
14170,14170,14170,7883607520,20140508T000000,230000.0,3,1.75,,6000,1.0,0,0,3,6,790,160.0,1939.0,0,98108,47.5271,-122.316,1360,6000,Suburban,Ranch,83
14171,14171,14171,1450000210,20150128T000000,179500.0,3,1.0,900.0,8100,1.0,0,0,4,6,900,0.0,1959.0,0,98002,47.2866,-122.221,1000,7830,Suburban,Ranch,63
14172,14172,14172,1387301430,20140818T000000,460000.0,3,2.25,1650.0,7313,1.0,0,0,3,7,1220,430.0,1975.0,0,98011,47.7375,-122.194,1690,7252,Urban,Contemporary,47
14173,14173,14173,2517010230,20150226T000000,286000.0,3,2.5,1800.0,3980,2.0,0,0,3,7,1800,0.0,2006.0,0,98042,47.4006,-122.162,2580,4307,Suburban,Contemporary,16
14174,14174,14174,9828201020,20141031T000000,427500.0,3,1.0,1480.0,4200,1.5,0,0,3,7,1480,0.0,,0,98122,47.6147,-122.298,1460,3600,Suburban,Contemporary,97
14175,14175,14175,2461900175,20140522T000000,400000.0,3,1.0,,6250,1.0,0,0,3,7,1040,0.0,1942.0,0,98136,47.5526,-122.385,1770,6250,Urban,Colonial,80
14176,14176,14176,8682250330,20140624T000000,675000.0,3,3.5,2300.0,5611,1.0,0,0,3,8,2300,0.0,2004.0,0,98053,47.7122,-122.026,2170,5926,Urban,Victorian,18
14177,14177,14177,3031200230,20150226T000000,350000.0,3,1.0,2480.0,8906,1.0,0,0,3,7,1240,1240.0,1969.0,0,98118,47.5366,-122.289,1800,8906,Urban,Ranch,53
14178,14178,14178,3824100166,20141122T000000,385000.0,4,1.75,1970.0,10358,1.0,0,0,3,8,1540,430.0,1977.0,0,98028,47.7719,-122.255,1900,10358,Urban,Ranch,45
14179,14179,14179,7011201445,20140702T000000,525000.0,2,1.75,1530.0,3503,,0,1,4,7,830,700.0,,0,98119,47.6368,-122.371,1280,1531,Urban,Ranch,106
14180,14180,14180,7262200150,20150121T000000,315000.0,2,1.0,970.0,18557,1.0,0,0,3,6,970,0.0,1939.0,0,98146,47.5116,-122.37,1150,7200,Suburban,Victorian,83
14181,14181,14181,1623069023,20140729T000000,820000.0,4,2.5,,252648,2.0,0,0,3,10,2920,0.0,2002.0,0,98027,47.4784,-122.048,2180,71874,Urban,Cape Cod,20
14182,14182,14182,7523700210,20150415T000000,205000.0,3,1.0,970.0,7700,1.0,0,0,4,7,970,0.0,1959.0,0,98032,47.3793,-122.304,1160,8250,Suburban,Ranch,63
14183,14183,14183,2915200210,20141205T000000,500000.0,2,1.0,680.0,5250,1.0,0,0,4,6,680,0.0,1922.0,0,98177,47.7013,-122.359,1620,5461,Suburban,Cape Cod,100
14184,14184,14184,3904990210,20140822T000000,599000.0,4,2.5,2640.0,6738,2.0,0,0,4,8,2640,0.0,1989.0,0,98029,47.5787,-122.0,2180,5782,Urban,Victorian,33
14185,14185,14185,1333300145,20150304T000000,2230000.0,3,4.0,4200.0,30120,2.0,0,2,4,11,3600,600.0,1933.0,0,98112,47.6379,-122.311,2760,12200,Suburban,Cape Cod,89
14186,14186,14186,7461400360,20150421T000000,299000.0,1,2.5,1980.0,7521,1.0,0,0,4,7,1180,800.0,1979.0,0,98055,47.4343,-122.192,1980,8000,Suburban,Ranch,43
14187,14187,14187,7631200085,20140512T000000,947500.0,3,2.75,2980.0,27144,1.5,1,2,5,8,2180,800.0,1917.0,0,98166,47.4522,-122.378,1890,12514,Rural,Contemporary,105
14188,14188,14188,6145600040,20140623T000000,385000.0,3,3.25,1630.0,1677,3.0,0,0,3,8,1630,0.0,2007.0,0,98133,47.7048,-122.353,1220,1677,Suburban,Victorian,15
14189,14189,14189,6372000155,20140811T000000,639950.0,2,1.75,1780.0,4520,1.0,0,0,5,7,890,890.0,1925.0,0,98116,47.5798,-122.404,1560,4520,Urban,Colonial,97
14190,14190,14190,6821600145,20141110T000000,824000.0,2,1.0,1210.0,8400,1.0,0,0,3,8,780,430.0,2000.0,0,98199,47.6503,-122.393,1860,6000,Urban,Contemporary,22
14191,14191,14191,7983100150,20140602T000000,199950.0,3,1.0,1010.0,7245,1.0,0,0,3,7,1010,0.0,1969.0,0,98003,47.3338,-122.306,1300,8236,Urban,Colonial,53
14192,14192,14192,723000150,20150408T000000,1010000.0,3,2.5,,5000,1.0,0,0,4,8,1480,1090.0,1940.0,0,98105,47.6578,-122.285,2420,5484,Rural,Contemporary,82
14193,14193,14193,2493200155,20150403T000000,950000.0,4,2.25,2770.0,5320,2.0,0,1,3,9,2440,330.0,2013.0,0,98136,47.5283,-122.385,2100,6011,Suburban,Cape Cod,9
14194,14194,14194,2592210150,20140923T000000,822000.0,3,2.5,2290.0,9158,2.0,0,0,4,8,2290,0.0,1984.0,0,98006,47.5476,-122.14,2210,9588,Suburban,Colonial,38
14195,14195,14195,2595300210,20141106T000000,473600.0,4,1.5,1780.0,8400,1.0,0,0,3,7,1080,700.0,1969.0,0,98136,47.5173,-122.385,1660,8400,Suburban,Contemporary,53
14196,14196,14196,3902100150,20150202T000000,490000.0,5,2.0,2150.0,4500,1.5,0,0,3,8,2150,,1938.0,0,98116,47.5582,-122.388,1300,4500,Suburban,Contemporary,84
14197,14197,14197,3329520410,20140505T000000,245000.0,3,1.75,1920.0,9306,1.0,0,0,3,7,1000,920.0,1984.0,0,98001,47.3319,-122.267,1860,8458,Urban,Contemporary,38
14198,14198,14198,4013800206,20140828T000000,199000.0,4,1.0,,11730,1.0,0,0,4,7,1220,0.0,1960.0,0,98001,47.3229,-122.283,1270,9520,Rural,Colonial,62
14199,14199,14199,1370803460,20140507T000000,1340000.0,3,3.0,2960.0,5500,2.0,0,2,3,10,2440,520.0,1937.0,1990,98199,47.6356,-122.402,2960,5876,Suburban,Contemporary,85
14200,14200,14200,4046600220,20141017T000000,418000.0,3,1.75,1500.0,19113,1.0,0,0,3,7,1500,0.0,1984.0,0,98014,47.6976,-121.916,1820,18151,Urban,Victorian,38
14201,14201,14201,6190701484,20150311T000000,450000.0,7,3.5,,8625,1.0,0,0,4,8,1830,1000.0,1957.0,0,98133,47.7493,-122.355,1570,8400,Urban,Ranch,65
14202,14202,14202,8016200530,20140718T000000,280000.0,3,2.5,1580.0,7000,2.0,0,0,3,8,1580,0.0,,0,98030,47.3659,-122.17,2110,7062,Urban,Ranch,30
14203,14203,14203,6802210210,20150303T000000,273000.0,3,2.25,1230.0,11601,1.0,0,0,4,7,910,320.0,1992.0,0,98022,47.1955,-121.991,1820,8465,Suburban,Colonial,30
14204,14204,14204,4305600040,20140505T000000,549000.0,4,2.5,2910.0,6338,2.0,0,0,3,8,2910,0.0,,0,98059,47.4804,-122.126,2500,5877,Urban,Cape Cod,14
14205,14205,14205,7856570150,20140625T000000,913888.0,5,2.25,2370.0,15512,2.0,0,0,4,9,2370,0.0,1981.0,0,98006,47.5555,-122.15,2380,15100,Suburban,Contemporary,41
14206,14206,14206,7576200040,20140718T000000,689888.0,4,2.25,1930.0,3500,1.5,0,0,5,8,1540,390.0,1916.0,0,98122,47.6167,-122.29,1800,5000,Rural,Colonial,106
14207,14207,14207,6300500183,20141212T000000,305000.0,4,2.0,1780.0,5043,1.0,0,0,3,7,870,910.0,1993.0,0,98133,47.7045,-122.342,1350,5044,Rural,Colonial,29
14208,14208,14208,3204950120,20140529T000000,602500.0,4,2.5,2760.0,6850,2.0,0,0,3,9,2760,0.0,1999.0,0,98056,47.5346,-122.185,2640,9803,Suburban,Colonial,23
14209,14209,14209,7857004225,20150424T000000,355000.0,2,1.75,1620.0,3640,1.0,0,0,3,7,900,720.0,1929.0,0,98108,47.543,-122.299,1590,5538,Rural,Contemporary,93
14210,14210,14210,7732400360,20140821T000000,756000.0,3,2.5,2160.0,7525,2.0,0,0,3,9,2160,0.0,1986.0,0,98052,47.6608,-122.145,2470,7941,Suburban,Cape Cod,36
14211,14211,14211,4388000120,20150423T000000,289950.0,4,2.25,2190.0,6906,1.0,0,0,4,7,1040,1150.0,1977.0,0,98023,47.319,-122.373,1250,6440,Suburban,Cape Cod,45
14212,14212,14212,8653900150,20140505T000000,800000.0,3,2.5,3240.0,7857,2.0,0,0,3,10,3240,0.0,1994.0,0,98075,47.5857,-122.038,2970,7857,Suburban,Victorian,28
14213,14213,14213,3362400472,20141202T000000,403000.0,2,1.0,720.0,3255,1.0,0,0,4,6,720,0.0,1905.0,0,98103,47.6823,-122.348,1430,3170,Urban,Contemporary,117
14214,14214,14214,8857100180,20150413T000000,350000.0,3,2.25,1410.0,1340,2.0,0,0,3,8,1370,40.0,1967.0,0,98008,47.6108,-122.113,1730,2748,Urban,Contemporary,55
14215,14215,14215,8156600210,20150326T000000,1290000.0,5,3.5,2980.0,5100,2.0,0,0,3,10,2370,610.0,2015.0,0,98115,47.6782,-122.299,1780,5100,Suburban,Colonial,7
14216,14216,14216,4038700720,20140918T000000,525126.0,5,2.25,1950.0,8025,,0,2,3,7,1150,800.0,1960.0,0,98008,47.6159,-122.114,1780,8560,Rural,Cape Cod,62
14217,14217,14217,2634500085,20140812T000000,241450.0,3,1.0,1100.0,8138,1.0,0,0,3,7,1100,0.0,1949.0,0,98155,47.7393,-122.325,1440,8131,Suburban,Colonial,73
14218,14218,14218,1077100035,20150122T000000,320000.0,3,1.5,1400.0,9087,,0,0,3,7,1400,0.0,1954.0,0,98133,47.7711,-122.34,1490,8380,Urban,Colonial,68
14219,14219,14219,5466700360,20141023T000000,234000.0,4,2.0,1710.0,7455,1.0,0,0,3,7,1030,680.0,1975.0,0,98031,47.3965,-122.173,1710,7350,Suburban,Ranch,47
14220,14220,14220,1250201165,20141121T000000,441000.0,5,2.5,,3600,1.0,0,0,3,6,1150,850.0,1987.0,0,98144,47.5971,-122.295,1410,3600,Urban,Cape Cod,35
14221,14221,14221,1250201165,20150317T000000,474500.0,5,2.5,2000.0,3600,1.0,0,0,3,6,1150,850.0,,0,98144,47.5971,-122.295,1410,3600,Suburban,Colonial,35
14222,14222,14222,4083301120,20150422T000000,705000.0,3,1.0,,2618,1.5,0,0,4,7,1440,0.0,1906.0,0,98103,47.6582,-122.336,1850,3990,Urban,Cape Cod,116
14223,14223,14223,3905100610,20150409T000000,517500.0,4,2.5,1520.0,3370,2.0,0,0,3,8,1520,0.0,1994.0,0,98029,47.5696,-122.004,1860,4486,Urban,Ranch,28
14224,14224,14224,4330600360,20140617T000000,142500.0,4,0.75,1440.0,13300,1.0,0,0,3,6,1440,0.0,1948.0,0,98166,47.4761,-122.337,1460,11100,Suburban,Colonial,74
14225,14225,14225,345700150,20141106T000000,310000.0,2,1.5,1010.0,10005,2.0,0,0,3,7,1010,0.0,,0,98056,47.5118,-122.189,1210,7794,Suburban,Colonial,41
14226,14226,14226,7732100150,20141028T000000,749500.0,4,2.5,,9727,2.0,0,0,3,9,2440,0.0,,0,98052,47.6613,-122.132,2370,11503,Urban,Cape Cod,35
14227,14227,14227,5379800862,20150429T000000,360000.0,5,3.0,,7200,1.0,0,0,3,7,1560,920.0,1999.0,0,98188,47.4586,-122.283,1910,9432,Urban,Cape Cod,23
14228,14228,14228,4396000180,20141121T000000,267500.0,3,1.0,1090.0,22080,1.0,0,0,5,7,1090,0.0,1967.0,0,98038,47.3991,-121.964,1590,19457,Suburban,Ranch,55
14229,14229,14229,1447600410,20141009T000000,290000.0,3,1.0,,32700,1.0,0,0,4,6,1380,100.0,1942.0,0,98168,47.4949,-122.327,1500,22600,Rural,Cape Cod,80
14230,14230,14230,3325059177,20141105T000000,850000.0,5,2.5,2800.0,11325,1.0,0,0,4,8,1400,1400.0,1970.0,0,98005,47.6166,-122.172,2510,13700,Urban,Colonial,52
14231,14231,14231,2652500155,20141029T000000,815000.0,4,1.75,1820.0,4500,,0,0,3,8,1820,0.0,,0,98119,47.6429,-122.36,1870,3600,Suburban,Ranch,101
14232,14232,14232,824059305,20150108T000000,2200000.0,5,4.0,5840.0,11652,2.0,0,1,3,11,4410,1430.0,1988.0,0,98004,47.5835,-122.202,3120,13639,Suburban,Ranch,34
14233,14233,14233,5318101565,20140703T000000,1630000.0,4,3.25,2980.0,3600,2.0,0,0,3,9,2150,830.0,1999.0,0,98112,47.6352,-122.284,2980,4800,Suburban,Colonial,23
14234,14234,14234,2460600040,20140616T000000,175000.0,3,1.5,1220.0,7300,1.0,0,0,3,7,1220,0.0,1973.0,0,98001,47.3341,-122.279,1260,7347,Rural,Victorian,49
14235,14235,14235,9527000040,20141002T000000,429950.0,3,1.75,1830.0,9758,1.0,0,0,3,8,1300,530.0,1977.0,0,98034,47.7107,-122.23,1850,8000,Rural,Colonial,45
14236,14236,14236,2909300150,20140714T000000,675000.0,4,2.5,2900.0,5505,2.0,0,0,3,8,2900,0.0,,0,98074,47.6063,-122.02,2970,5251,Suburban,Ranch,20
14237,14237,14237,8078600330,20140708T000000,580000.0,3,2.25,1940.0,5980,1.0,0,0,3,7,1520,420.0,1987.0,0,98027,47.5476,-122.075,1910,6309,Urban,Colonial,35
14238,14238,14238,4338800720,20150224T000000,240000.0,4,2.0,1750.0,7800,1.0,0,0,4,6,1750,0.0,1944.0,0,98166,47.4791,-122.347,1270,7800,Urban,Cape Cod,78
14239,14239,14239,4016800120,20140820T000000,374000.0,3,2.5,1850.0,17808,,0,0,4,8,1210,640.0,1982.0,0,98032,47.3631,-122.271,2260,16754,Suburban,Ranch,40
14240,14240,14240,2021201085,20141212T000000,862500.0,4,2.5,,4400,2.0,0,2,3,9,2180,1040.0,1937.0,0,98199,47.6325,-122.394,3000,5000,Rural,Colonial,85
14241,14241,14241,1922059010,20150121T000000,140000.0,2,1.0,,6052,1.0,0,0,5,6,1080,,1908.0,0,98030,47.3857,-122.215,1810,7830,Urban,Victorian,114
14242,14242,14242,1133000385,20140530T000000,740000.0,5,3.75,3990.0,18897,2.0,0,0,3,8,3090,900.0,1937.0,2010,98125,47.7228,-122.31,2080,9793,Suburban,Contemporary,85
14243,14243,14243,2397100155,20150224T000000,589000.0,3,1.75,920.0,3600,1.0,0,0,4,6,820,100.0,1904.0,0,98119,47.6386,-122.365,1620,3600,Suburban,Colonial,118
14244,14244,14244,7461420210,20150223T000000,275000.0,3,1.75,1290.0,9760,1.0,0,0,3,7,1290,0.0,1979.0,0,98058,47.4265,-122.148,1410,8034,Urban,Cape Cod,43
14245,14245,14245,6204050040,20140711T000000,489900.0,4,2.5,2090.0,4196,2.0,0,0,3,8,2090,0.0,2006.0,0,98011,47.7453,-122.192,2640,4503,Rural,Ranch,16
14246,14246,14246,4099100210,20140813T000000,545000.0,3,2.5,1900.0,3366,2.0,0,0,3,9,1900,0.0,1996.0,0,98033,47.6679,-122.184,2500,3954,Rural,Colonial,26
14247,14247,14247,316000145,20150325T000000,235000.0,4,1.0,1360.0,7132,1.5,0,0,3,6,1360,0.0,1941.0,0,98168,47.5054,-122.301,1280,7175,Urban,Ranch,81
14248,14248,14248,3331000455,20150217T000000,230000.0,3,1.0,1000.0,4000,1.5,0,0,4,6,1000,0.0,1915.0,0,98118,47.5523,-122.286,1040,4240,Urban,Ranch,107
14249,14249,14249,9839300775,20140710T000000,655000.0,4,2.25,2170.0,4080,2.0,0,0,3,7,1920,250.0,1980.0,0,98122,47.6124,-122.293,1890,4400,Suburban,Contemporary,42
14250,14250,14250,2320069107,20140822T000000,185000.0,2,1.0,820.0,16030,1.0,0,0,4,5,820,0.0,,0,98022,47.2039,-122.003,1880,14046,Rural,Colonial,99
14251,14251,14251,2599001010,20150326T000000,196000.0,3,1.0,,7400,1.0,0,0,4,7,1090,0.0,1962.0,0,98092,47.2923,-122.19,1140,8165,Suburban,Colonial,60
